"account.id","total"
001i000000aSAZY,0
001i000000aSCAl,0
001i000000aSCdB,0
001i000000aSCoM,0
001i000000aSCzV,0
001i000000aTGcw,0
001i000000aTRtZ,0
001i000000aTRxJ,0
001i000000aTTBv,0
001i000000aUDoP,0
001i000000aUDvq,0
001i000000aUDwn,0
001i000000aUDwx,0
001i000000aUDy5,0
001i000000aUDyj,0
001i000000aUDyK,0
001i000000aUDyU,0
001i000000bUJLF,0
001i000000bUJpv,0
001i000000bUK8H,0
001i000000bUKA9,0
001i000000bULF0,0
001i000000bV0sK,0
001i000000bV0yw,0
001i000000bV10n,0
001i000000bV159,0
001i000000bV1CK,0
001i000000bV1Cy,0
001i000000bV1FA,0
001i000000bV1Tv,0
001i000000bV1VX,0
001i000000bV1Zo,0
001i000000c1oin,0
001i000000c1olX,0
001i000000c1oMo,0
001i000000c1ot7,0
001i000000c1ouP,0
001i000000c1oxT,0
001i000000c1ozA,0
001i000000c1p11,0
001i000000c1p6L,0
001i000000c1r1e,0
001i000000c28iB,0
001i000000c28k2,0
001i000000c28Le,0
001i000000c29zf,0
001i000000c2KnQ,0
001i000000cBfd7,0
001i000000cBfm9,0
001i000000cBfoF,0
001i000000cBfot,0
001i000000cCGys,0
001i000000cCIBy,0
001i000000cCIEi,0
001i000000cCK19,0
001i000000cEB1F,0
001i000000cEtvO,0
001i000000cEu1p,0
001i000000dTcmw,0
001i000000dW7qk,0
001i000000dW7r8,0
001i000000dW7rS,0
001i000000dW7ys,0
001i000000dW825,0
001i000000dW87H,0
001i000000dW87R,0
001i000000dW880,0
001i000000dW88A,0
001i000000dW8BJ,0
001i000000dW8Cj,0
001i000000dW8E6,0
001i000000dW8Fa,0
001i000000dW8Ff,0
001i000000dW8Fz,0
001i000000dW8KB,0
001i000000ekimK,0
001i000000elafr,0
001i000000elam9,0
001i000000elaoZ,0
001i000000elRcO,0
001i000000elReE,0
001i000000elRes,0
001i000000elRfH,0
001i000000elRfW,0
001i000000elRh2,0
001i000000elRhi,0
001i000000elRiL,0
001i000000elRlq,0
001i000000elRmP,0
001i000000elSQi,0
001i000000elSRm,0
001i000000elSRR,0
001i000000elSSA,0
001i000000elSSe,0
001i000000elSSU,0
001i000000elSSy,0
001i000000elUMc,0
001i000000elUOE,0
001i000000elUR3,0
001i000000em05u,0
001i000000em06Y,0
001i000000em091,0
001i000000em09u,0
001i000000em09V,0
001i000000em0nJ,0
001i000000em0wZ,0
001i000000em0Y7,0
001i000000em1AR,0
001i000000em1BP,0
001i000000em1CE,0
001i000000em1GG,0
001i000000em1Lj,0
001i000000em1M3,0
001i000000em3QP,0
001i000000em3YF,0
001i000000em6mq,0
001i000000em6x7,0
001i000000em6xb,0
001i000000em6xg,0
001i000000em6y1,0
001i000000em6ye,0
001i000000em8nt,0
001i000000em8ny,0
001i000000em8o3,0
001i000000em8o8,0
001i000000em8oc,0
001i000000em8oI,0
001i000000em8pL,0
001i000000em8st,0
001i000000em8tr,0
001i000000em8uL,0
001i000000em8wR,0
001i000000em8xk,0
001i000000em8xP,0
001i000000em8yD,0
001i000000emwdE,0
001i000000eoT8p,0
001i000000eoTFf,0
001i000000eoTHW,0
001i000000eoTS0,0
001i000000eoTXe,0
001i000000gGsgF,0
001i000000hcsf4,0
001i000000kRAzl,0
001i000000Lhya2,0.927553164104206
001i000000Lhya4,0.881123494296383
001i000000Lhya7,0.749462797746257
001i000000Lhya8,0.907273223630053
001i000000LhyaB,1.7991887458387
001i000000Lhyac,0.778365752515176
001i000000LhyaC,0.5
001i000000Lhyad,0.457733861647255
001i000000LhyaD,0.958294213910054
001i000000Lhyae,0.60496330645663
001i000000Lhyaf,0.939010435786025
001i000000LhyaF,0.829489033994727
001i000000Lhyag,0.5
001i000000LhyaG,0.925176438909068
001i000000Lhyah,1.5
001i000000LhyaH,0.0511712844713883
001i000000Lhyai,0.74668696312508
001i000000LhyaI,1
001i000000Lhyak,0.951922595277496
001i000000LhyaK,0.915053022838303
001i000000LhyaL,1.5
001i000000Lhyan,0.927078596800249
001i000000Lhyaq,0.931646618109517
001i000000Lhyar,0.969745344100695
001i000000Lhyat,0.885959784898883
001i000000LhyaT,0.442596716803253
001i000000Lhyav,0.887271861006718
001i000000LhyaV,0.342984433537357
001i000000Lhyaw,0.5
001i000000LhyaX,0.879310032412003
001i000000LhyaY,0.420177175007284
001i000000Lhyaz,0.150347304686835
001i000000Lhyb0,0.7342156215673
001i000000Lhyb5,0.766191554679565
001i000000Lhyb6,0.228993949742806
001i000000Lhyba,0.149555118945003
001i000000LhybA,0.711529332418494
001i000000Lhybb,0.603496632049217
001i000000LhybB,1.19023061779281
001i000000Lhybc,0.717040660108994
001i000000LhybC,0.905014611195508
001i000000Lhybd,0.82411863451802
001i000000LhybD,0.439901524565408
001i000000Lhybe,1.85377000256323
001i000000Lhybf,0.961651680930089
001i000000Lhybg,1.19698689714935
001i000000LhybH,0.894206706223142
001i000000Lhybj,0.332130710741252
001i000000LhybJ,0.586970929468374
001i000000LhybL,1
001i000000Lhybn,1.85968419150781
001i000000Lhybo,0.891452944500858
001i000000LhybO,0.893240681672414
001i000000LhybP,1.87182515891844
001i000000LhybQ,0.5
001i000000LhybR,1.56133663989092
001i000000LhybS,1.89753003558527
001i000000LhybU,0.693493239272081
001i000000Lhybv,0.687008871560249
001i000000LhybV,1.11398732719891
001i000000Lhybx,0.205501372839936
001i000000LhybX,0.968230353485318
001i000000Lhyby,0.872904098926704
001i000000Lhyc1,1.86735069858039
001i000000Lhyc2,0.740299548298762
001i000000Lhyc5,0.846164938991663
001i000000Lhyc6,2.78176996907535
001i000000Lhyc7,0.415550101149786
001i000000LhycA,0.35528416482205
001i000000Lhycb,1.40427252104944
001i000000LhycB,1.8444039844416
001i000000LhycC,1.88637666045397
001i000000LhycD,0.602793600135906
001i000000LhycE,0.675671838431959
001i000000Lhycf,0.753090860877202
001i000000LhycF,0.942418705139336
001i000000LhycH,0
001i000000LhycI,2.54273258981662
001i000000Lhyck,1.70780456452711
001i000000Lhycl,0.5
001i000000LhycL,0.946303844614587
001i000000LhycM,0.758006508609875
001i000000Lhycn,1.86838818731573
001i000000Lhycp,0.916168707203806
001i000000LhycP,0.788651834704453
001i000000LhycQ,0.742361469418566
001i000000Lhycr,0.356444282322121
001i000000LhycR,0.689484919994288
001i000000LhycT,1.30312899140102
001i000000Lhycv,1
001i000000LhycW,1.87324216476663
001i000000Lhycx,0.950611191307066
001i000000LhycY,0.299177729309018
001i000000Lhyd0,1.82864513309717
001i000000Lhyd1,0.791856744093941
001i000000Lhyd7,0.958894584600709
001i000000Lhyd9,1.20812552101041
001i000000Lhydb,1.88466555639741
001i000000LhydB,0.36925146762527
001i000000LhydC,0.95268393562811
001i000000LhydD,1.88752928607334
001i000000LhydE,1
001i000000Lhydf,0.877667180065412
001i000000LhydF,0.232873151576781
001i000000Lhydg,0.552891529497921
001i000000LhydH,0.919294560305632
001i000000LhydJ,0.914052035664805
001i000000Lhydk,0.927788604677032
001i000000Lhydm,0.662021733335271
001i000000LhydM,1.82020131362523
001i000000LhydO,0.360649057469599
001i000000LhydP,0.437830663246444
001i000000LhydR,0.320072319370434
001i000000Lhydt,0.935724455167585
001i000000LhydU,1.37911385876863
001i000000LhydW,2.17421637014025
001i000000LhydX,1.93553918887001
001i000000Lhydz,0.796501145055674
001i000000LhydZ,0
001i000000LhyPa,1.7494584351727
001i000000LhyPc,1.86352940196791
001i000000LhyPD,0.630524629975155
001i000000LhyPe,1
001i000000LhyPE,0.859298124713227
001i000000LhyPf,1
001i000000LhyPh,0.93222687781596
